ID,model,engine_power,age_in_days,km,previous_owners,lat,lon,price,
1331,lounge,51,4627,171150,1,45.83068848,12.03334045,2900,
1332,lounge,51,1583,97000,1,45.3956604,9.638270378,8700,
1333,sport,51,701,39162,1,45.5712204,9.159139633,9780,
1334,pop,51,1858,69683,1,41.90322113,12.49565029,8500,
1335,lounge,51,397,15728,1,41.83264923,12.75259972,9970,
1336,lounge,51,366,12950,1,44.51242828,11.12837982,10400,
1337,lounge,51,2251,32000,1,45.82658005,10.09716988,8600,
1338,lounge,51,640,35711,1,41.10787964,14.20880985,9400,
1339,lounge,51,670,35872,1,41.10787964,14.20880985,9400,
1340,lounge,51,4139,123105,2,45.65016174,9.205189705,4500,
1341,lounge,51,1066,76391,2,45.53659058,10.23204041,8900,
1342,pop,51,1400,57662,1,45.46796036,9.181779861,7800,
1343,lounge,62,2496,80000,1,46.79561234,11.93916416,7400,
1344,lounge,51,548,9700,1,41.77008057,12.22710991,10900,
1345,lounge,51,762,33435,1,41.10787964,14.20880985,10900,
1346,pop,51,1613,62000,1,45.67181015,9.609210014,7800,
1347,lounge,51,790,21600,1,41.90322113,12.49565029,8750,
1348,lounge,51,1278,69140,1,41.90322113,12.49565029,8700,
1349,lounge,51,397,16653,1,41.83264923,12.75259972,9970,
1350,pop,51,366,14730,1,44.51242828,11.12837982,9500,
1351,pop,51,1186,58000,1,44.79853058,10.34022045,8900,
1352,lounge,51,701,34120,1,41.10787964,14.20880985,9400,
1353,lounge,51,640,33767,1,41.10787964,14.20880985,9400,
1354,pop,51,1858,57500,1,45.76697922,11.73840046,7500,
1355,lounge,51,1066,71107,1,45.53659058,10.23204041,8900,
1356,lounge,51,701,36500,1,44.33240128,8.515649796,10990,
1357,lounge,51,3288,61973,1,45.43811035,12.31814957,7950,
1358,lounge,73,2496,69000,1,45.50944901,9.088700294,6800,
1359,lounge,51,762,29378,1,41.10787964,14.20880985,10900,
1360,pop,51,366,19637,1,45.43811035,12.31814957,9800,
1361,lounge,51,790,22610,1,41.90322113,12.49565029,8000,
1362,pop,51,3227,73000,1,38.12207031,13.36112022,7490,
1363,lounge,51,397,12575,1,41.83264923,12.75259972,9970,
1364,pop,51,1127,68523,1,45.5712204,9.159139633,8250,
1365,lounge,51,2466,78000,1,43.46353912,11.87765026,7900,
1366,lounge,51,609,32733,1,41.10787964,14.20880985,9400,
1367,lounge,51,640,39328,1,41.10787964,14.20880985,9400,
1368,lounge,51,3835,123892,1,45.35438919,11.86925983,6500,
1369,lounge,51,1066,72076,1,45.53659058,10.23204041,8900,
1370,lounge,51,701,36500,1,44.33240128,8.515649796,9990,
1371,lounge,51,762,16000,1,41.90322113,12.49565029,8990,
1372,lounge,51,4230,130000,1,40.53305054,17.58444977,5100,
1373,lounge,51,701,29506,1,46.21461105,13.21988964,10700,
1374,lounge,51,762,36993,1,45.5712204,9.159139633,8980,
1375,lounge,51,790,24620,1,41.90322113,12.49565029,8000,
1376,lounge,51,425,19046,1,45.6835289,11.95294952,10500,
1377,pop,51,3227,48000,1,45.07133102,7.515940189,8500,
1378,pop,51,1155,65235,1,45.5712204,9.159139633,8250,
1379,lounge,51,3592,80000,1,43.46353912,11.87765026,6500,
1380,lounge,51,640,37891,1,41.10787964,14.20880985,9400,
1381,lounge,51,670,38507,1,41.10787964,14.20880985,9400,
1382,lounge,51,3988,115557,1,41.90322113,12.49565029,4900,
1383,lounge,51,1066,69873,1,45.53659058,10.23204041,8900,
1384,lounge,51,762,38300,1,44.33240128,8.515649796,10600,
1385,lounge,51,1308,27471,1,41.90322113,12.49565029,10500,
1386,pop,51,3653,52000,1,44.64313126,10.9340601,9500,
1387,pop,51,2374,94063,1,38.17837143,15.55307961,6900,
1388,lounge,51,762,36993,1,41.90322113,12.49565029,8980,
1389,lounge,51,790,27440,1,41.90322113,12.49565029,8650,
1390,pop,51,2831,75070,2,45.31705856,8.858699799,5500,
1391,sport,51,4049,110661,2,46.17649841,9.903670311,6300,
1392,lounge,51,3804,130000,2,44.54187012,10.78141975,6400,
1393,lounge,51,1766,29400,2,41.74177933,12.6441803,7300,
1394,lounge,51,609,32665,2,41.10787964,14.20880985,9400,
1395,lounge,51,670,35755,2,41.10787964,14.20880985,9400,
1396,lounge,51,456,20941,1,39.29122162,16.25251389,9700,
1397,lounge,51,731,19100,1,45.53868866,9.928310394,10200,
1398,lounge,51,762,38300,1,44.33240128,8.515649796,9800,
1399,lounge,62,1400,24936,1,41.90322113,12.49565029,8500,
1400,lounge,51,1917,73000,1,39.2908783,9.001700401,7500,
1401,lounge,51,1096,38000,1,45.42673111,9.064720154,9400,
1402,lounge,51,762,36112,1,41.80298996,12.59893036,8980,
1403,pop,51,1127,31350,1,45.81071091,9.08714962,8750,
1404,pop,51,3074,72500,1,45.46796036,9.181779861,8499,
1405,lounge,51,1827,71000,1,40.85173035,14.47784042,7600,
1406,pop,51,1308,38000,1,45.06967926,7.704919815,8900,
1407,sport,51,821,29000,1,41.74177933,12.6441803,8500,
1408,lounge,51,701,36342,1,41.10787964,14.20880985,9400,
1409,lounge,51,640,30954,1,41.10787964,14.20880985,9400,
1410,lounge,51,762,18800,1,45.53868866,9.928310394,9700,
1411,pop,51,2466,52200,1,46.49528122,11.35346031,8900,
1412,lounge,51,1461,46108,1,41.90322113,12.49565029,8000,
1413,lounge,51,1431,38000,1,45.21540833,7.633669853,9900,
1414,lounge,51,2374,75900,1,46.17649841,9.903670311,8500,
1415,lounge,51,762,39751,1,41.90322113,12.49565029,9900,
1416,lounge,51,670,33000,1,42.28702927,12.40754032,10490,
1417,lounge,51,670,21720,1,40.39588928,18.12977982,9900,
1418,lounge,51,3743,56600,1,45.42324829,9.115189552,5600,
1419,lounge,51,3743,189000,1,41.74177933,12.6441803,3990,
1420,lounge,51,701,34233,1,41.10787964,14.20880985,9400,
1421,lounge,51,670,42695,1,41.10787964,14.20880985,8900,
1422,lounge,51,701,25900,1,45.53868866,9.928310394,9900,
1423,lounge,51,3166,95000,1,45.42673111,9.064720154,7400,
1424,lounge,51,1917,29000,1,41.58634949,13.57699966,9000,
1425,lounge,51,2861,50000,1,44.55202866,7.725810051,6950,
1426,lounge,51,1521,57800,1,44.50482178,11.34517956,9500,
1427,lounge,51,762,20457,1,41.90322113,12.49565029,9700,
1428,pop,51,1155,28000,1,45.76464844,8.99450016,10900,
1429,lounge,51,1461,103519,1,43.84197998,10.51531029,7500,
1430,lounge,51,2192,100000,1,43.81702042,10.68284988,8600,
1431,lounge,51,1066,69916,1,41.90322113,12.49565029,8980,
1432,lounge,51,670,34819,1,41.10787964,14.20880985,9400,
1433,lounge,51,701,42095,1,41.10787964,14.20880985,8900,
1434,lounge,51,1096,16876,1,43.06753159,12.55154991,10500,
1435,pop,51,1155,47000,1,41.90322113,12.49565029,7900,
1436,lounge,51,3562,88000,1,41.59114075,13.24621964,5000,
1437,lounge,51,1797,61000,1,40.85889816,14.35719013,6990,
1438,lounge,51,762,15613,1,41.90322113,12.49565029,9900,
1439,pop,51,790,44687,1,41.10787964,14.20880985,8800,
1440,lounge,51,1461,103519,1,43.87985992,10.78281021,7500,
1441,lounge,51,4474,143900,1,44.64313126,10.9340601,5400,
1442,lounge,51,1066,69916,1,45.5712204,9.159139633,8980,
1443,lounge,51,670,32835,1,41.10787964,14.20880985,9400,
1444,lounge,51,701,39024,1,41.10787964,14.20880985,9400,
1445,lounge,51,397,16300,1,45.06967926,7.704919815,10200,
1446,lounge,51,943,15748,1,43.06753159,12.55154991,10700,
1447,lounge,51,790,46038,1,45.06888962,9.266180038,10900,
1448,lounge,51,3319,122000,1,44.90724182,8.611559868,5500,
1449,lounge,51,3684,105000,1,44.64313126,10.9340601,6200,
1450,lounge,51,3105,99999,1,40.94717026,14.37254047,6500,
1451,pop,51,397,15000,1,41.90322113,12.49565029,9970,
1452,sport,62,3166,89000,1,45.72438049,11.76348972,5500,
1453,lounge,51,1247,75000,1,41.68379974,12.77451992,8000,
1454,pop,51,1186,42900,1,39.21453857,9.110489845,9900,
1455,lounge,51,1066,69916,1,41.90322113,12.49565029,8980,
1456,lounge,51,701,33942,1,41.10787964,14.20880985,9400,
1457,lounge,51,701,37093,1,41.10787964,14.20880985,9400,
1458,lounge,51,397,16300,1,41.90322113,12.49565029,10200,
1459,lounge,51,425,17539,1,40.9921608,14.21393013,10500,
1460,lounge,51,762,16700,1,40.40106964,15.59286976,9990,
1461,lounge,51,762,9500,1,44.54187012,10.78141975,10900,
1462,lounge,51,790,24086,1,45.43878937,10.76424026,10350,
1463,pop,62,3470,90000,1,40.85889816,14.35719013,5199,
1464,lounge,51,1797,48500,1,45.50133896,9.025719643,7500,
1465,lounge,51,2039,50000,1,45.43830109,10.99170017,8000,
1466,sport,51,3288,160012,4,45.14113998,9.10807991,3900,
1467,lounge,51,1492,58000,4,44.98873901,9.010499954,8890,
1468,lounge,51,1066,69916,4,45.5712204,9.159139633,8980,
1469,lounge,51,701,35752,4,41.10787964,14.20880985,9400,
1470,lounge,51,640,34992,4,41.10787964,14.20880985,9400,
1471,lounge,51,397,16300,4,45.46796036,9.181779861,10200,
1472,pop,51,2527,82000,1,41.7690506,12.66281033,3950,
1473,pop,51,731,17000,1,45.06967926,7.704919815,9500,
1474,lounge,51,1858,48900,1,45.96057129,8.449370384,10900,
1475,lounge,51,731,24235,1,45.43878937,10.76424026,10350,
1476,pop,51,2496,80000,1,41.77008057,12.22710991,8500,
1477,lounge,51,731,16500,1,40.66714096,16.60445023,10500,
1478,lounge,51,1917,126426,1,41.7690506,12.66281033,6500,
1479,lounge,51,701,58231,1,45.02238846,7.586019993,7900,
1480,lounge,51,1674,89000,1,41.14123154,14.39577961,7600,
1481,lounge,51,1066,69916,1,40.75220871,14.45341015,8979,
1482,lounge,51,670,36458,1,41.10787964,14.20880985,9400,
1483,lounge,51,670,40639,1,41.10787964,14.20880985,8900,
1484,lounge,51,974,40000,1,45.28242111,9.931300163,9950,
1485,lounge,51,731,12000,1,45.02238846,7.586019993,9980,
1486,lounge,51,366,15000,1,45.54148102,8.071920395,10900,
1487,lounge,51,731,17228,1,42.66495895,13.91786957,9900,
1488,lounge,73,4596,220000,2,40.97645187,14.17228031,3850,
1489,pop,51,2527,108000,1,37.51136017,15.06752014,6800,
1490,pop,51,366,22148,1,45.70724869,11.4776001,9500,
1491,lounge,51,1066,69916,1,40.75220871,14.45341015,8980,
1492,lounge,51,2922,100000,1,44.53776932,10.81636047,6999,
1493,lounge,51,609,27370,1,41.10787964,14.20880985,9400,
1494,pop,51,4414,69000,1,45.05659866,9.701760292,5290,
1495,sport,51,2739,77149,3,44.75489044,8.031900406,7800,
1496,pop,62,3347,80000,3,44.28387833,11.88813972,7900,
1497,pop,51,1461,91055,3,44.50883865,11.46907997,7450,
1498,lounge,51,397,15840,3,38.12207031,13.36112022,10700,
1499,sport,51,1400,60000,1,45.80202103,9.187789917,10800,
1500,pop,51,1066,53100,1,38.12207031,13.36112022,8900,
1501,pop,51,1917,52008,1,45.43830109,10.99170017,9900,
1502,sport,51,3774,161900,1,44.9061203,7.677229881,4500,
1503,lounge,51,670,32473,1,41.10787964,14.20880985,9400,
1504,pop,51,1066,82200,1,37.23033905,14.52340031,7990,
1505,sport,51,4322,95000,1,40.92850113,14.20366955,4500,
1506,pop,51,1886,11000,1,44.81375122,7.245399952,10500,
1507,pop,51,1431,87770,1,44.50883865,11.46907997,7450,
1508,lounge,51,701,17324,1,45.55654907,9.534469604,9950,
1509,lounge,51,701,43379,1,45.58409119,9.270959854,9850,
1510,pop,51,2982,89000,1,45.6095314,10.20856953,6400,
1511,pop,51,4139,136000,1,41.11426163,16.48571014,4100,
1512,lounge,51,2982,127000,1,45.51205063,10.42700958,5450,
1513,lounge,62,3439,79000,1,44.88497925,7.33220005,6500,
1514,pop,51,1066,52700,1,45.35438919,11.86925983,9000,
1515,pop,51,1066,80800,1,37.23033905,14.52340031,7990,
1516,lounge,51,1917,124999,1,45.56449127,10.11561012,6999,
1517,pop,73,3865,80500,1,40.70410919,17.34005928,8500,
1518,pop,51,366,16100,1,44.69252014,10.10396004,10900,
1519,lounge,51,397,16053,1,38.12207031,13.36112022,10500,
1520,lounge,51,670,30000,1,45.76464844,8.99450016,10800,
1521,lounge,51,1035,15000,1,41.90322113,12.49565029,10990,
1522,lounge,51,3774,85000,1,44.29430008,9.674440384,4000,
1523,lounge,51,366,14618,1,45.70724869,11.4776001,10500,
1524,pop,51,2251,79800,1,45.51205063,10.42700958,6450,
1525,pop,51,2192,53300,1,40.6095314,14.98093033,7900,
1526,lounge,51,790,41870,1,45.70724869,11.4776001,9500,
1527,lounge,51,1705,23600,1,38.12207031,13.36112022,9300,
1528,pop,51,517,3000,1,40.74824142,14.52834988,9999,
1529,lounge,51,2861,126000,1,43.84197998,10.51531029,5500,
1530,lounge,51,731,22551,1,38.12207031,13.36112022,9900,
1531,lounge,51,670,29000,1,45.76464844,8.99450016,10800,
1532,sport,73,4505,127000,1,45.52851105,9.593230247,4750,
1533,pop,51,1917,52008,1,45.54800034,11.54946995,9900,
1534,sport,51,3712,115280,1,45.06967926,7.704919815,5200,
1535,lounge,74,3835,112000,1,45.84569168,8.666870117,4600,
1536,pop,51,2223,60457,1,45.48154068,9.413479805,7500,
1537,lounge,51,2557,80750,1,45.0007019,7.68227005,5990,
1538,pop,51,1766,54276,1,40.32341003,17.56826973,7900,
,,,,,,,CONCATANATE,loungepop,
,,,,,,,LENGTH,4,
,,,,,,,DAYS,-1300,
,,,,,,,NETWORKDAYS,,
,,,,,,,SUMIF,48050,
,,,,,,,AVERAGEIFS,8900,
,,,,,,,COUNTIFS,1118,
,,,,,,,COUNTA,2,
,,,,,,,IF,1,
,,,,,,,IFERROR,10600,
,,,,,,,FIND,1,
,,,,,,,SEARCH,1,
,,,,,,,LEFT,lou,
,,,,,,,RIGHT,ounge,
,,,,,,,COUNT,137,
,,,,,,,SUM,1221992,
